0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9809081527347772,0.9651702786377698,0.9463364293085657,0.9275025799793597,0.9086687306501542,0.8898348813209487,0.8710010319917436,0.8521671826625385,0.8333333333333326,0.8173890608875123,0.809133126934984,0.8053663570691434,0.7985036119711042,0.7830237358101133,0.7641898864809082,0.7453560371517023,0.7265221878224968,0.7076883384932917,0.6888544891640866,0.6700206398348811,0.6511867905056761,0.6323529411764701,0.6171310629514961,0.6110423116615067,0.6072755417956657,0.598245614035088,0.5820433436532508,0.5632094943240449,0.5443756449948394,0.5255417956656343,0.5067079463364292,0.48787409700722373,0.4690402476780178,0.4502063983488136,0.4313725490196072,0.41253869969040213,0.3974200206398346,0.3916408668730651,0.38787409700722364,0.3785345717234261,0.3622291021671824,0.34339525283797734,0.32456140350877183,0.3057275541795663,0.28689370485036125,0.2680598555211562,0.24922600619195023,0.23039215686274472,0.2122291021671825,0.19731682146542795,0.19355005159958738,0.18978328173374637,0.1782765737874099,0.16124871001031993,0.14241486068111442,0.12358101135190935,0.10474716202270384,0.08591331269349878,0.06707946336429282,0.04824561403508776,0.029411764705882693,0.011971104231166318,0.0,0.0,0.0,0.013209494324045945,0.03095975232198178,0.04979360165118685,0.0628482972136224,0.06909184726522177,0.08436532507739924,0.10319917440660475,0.12203302373580982,0.12992776057791522,0.1400412796697621,0.15660474716202266,0.17543859649122773,0.1942724458204328,0.21310629514963875,0.21831785345717192,0.2304437564499482,0.2476780185758516,0.26651186790505665,0.2816305469556242,0.2863261093911249,0.30139318885448896,0.31991744066047456,0.3387512899896796,0.35758513931888514,0.3764189886480911,0.39133126934984475,0.3943756449948399,0.39060887512899845,0.3763157894736846,0.3699174406604744,0.3593395252837972,0.3508771929824559,0.3498452012383897,0.34484004127966994,0.329772961816305,0.3253869969040246,0.3127966976264185,0.30469556243550056,0.2941176470588238,0.27636738906088754,0.26269349845201173,0.25892672858617116,0.2407120743034059,0.22187822497419996,0.20541795665634677,0.19561403508771935,0.187306501547988,0.16847265221878205,0.14963880288957698,0.13446852425180555,0.12853457172342608,0.11506707946336414,0.09623323013415908,0.07739938080495401,0.0585655314757485,0.039731682146542546,0.024613003095975028,0.01883384932920551,0.007636738906088958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008255933952528327,0.02476780185758498,0.04360165118679049,0.06243550051599556,0.08126934984520151,0.10010319917440658,0.11893704850361209,0.13777089783281715,0.15660474716202266,0.17543859649122773,0.19427244582043368,0.21310629514963875,0.23194014447884426,0.2507739938080493,0.2696078431372544,0.2884416924664599,0.30727554179566496,0.3261093911248709,0.344943240454076,0.3637770897832815,0.38261093911248656,0.40144478844169207,0.42027863777089713,0.4391124871001031,0.45794633642930815,0.47678018575851366,0.49561403508771873,0.5144478844169247,0.5332817337461293,0.5521155830753353,0.5709494324045403,0.5897832817337458,0.6086171310629509,0.6274509803921569,0.6462848297213619,0.6651186790505674,0.6839525283797725,0.702786377708978,0.7216202270381831,0.740454076367389,0.7592879256965941,0.7781217750257992,0.7969556243550047,0.8157894736842097,0.8346233230134152,0.8534571723426203,0.8722910216718263,0.8911248710010313,0.9099587203302368,0.9287925696594419,0.9476264189886474,0.9664602683178525,0.9847265221878221,0.9997936016511861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962848297213625,0.9836945304437563
